,Line #,Part #,2021 List Price1,equipdirectcost1,25 Percent Profit Margin1,Line #.1,Part #.1,2021 List Price2,equipdirectcost2,25 Percent Profit Margin2,Line #.2,Part #.2,2021 List Price3,equipdirectcost3,25 Percent Profit Margin3
187,229,7082BFDM,324.5,204.435,272.58,291,7086B2X,254.5,160.335,213.78,321,7088BRL,360.5,227.115,302.82
188,228,7082BFDS,324.5,204.435,272.58,298,7086BFDL,268,168.84,225.12,320,7088BRM,360.5,227.115,302.82
189,231,7082BFDXL,324.5,204.435,272.58,297,7086BFDM,268,168.84,225.12,319,7088BRS,360.5,227.115,302.82
190,224,7082BL,309,194.67,259.56,296,7086BFDS,268,168.84,225.12,322,7088BRXL,360.5,227.115,302.82
191,223,7082BM,309,194.67,259.56,299,7086BFDXL,268,168.84,225.12,313,7088BS,336,211.68,282.24
192,222,7082BS,309,194.67,259.56,289,7086BL,253.5,159.705,212.94,316,7088BXL,336,211.68,282.24
193,225,7082BXL,309,194.67,259.56,288,7086BM,253.5,159.705,212.94,331,7089B2X,354,223.02,297.36
194,281,7082LFD,249,156.87,209.16,294,7086BRL,276.5,174.195,232.26,332,7089B3X,355,223.65,298.2
195,275,7082LX,240,151.2,201.6,293,7086BRM,276.5,174.195,232.26,339,7089BFDL,370,233.1,310.8
196,280,7082MFD,249,156.87,209.16,292,7086BRS,276.5,174.195,232.26,338,7089BFDM,370,233.1,310.8
197,278,7082SFD,249,156.87,209.16,295,7086BRXL,276.5,174.195,232.26,337,7089BFDS,370,233.1,310.8
198,274,7082SM,240,151.2,201.6,287,7086BS,253.5,159.705,212.94,325,7089BFDXL,370,233.1,310.8
199,282,7082XLFD,249,156.87,209.16,290,7086BXL,253.5,159.705,212.94,329,7089BL,353,222.39,296.52
200,273,7082XS,240,151.2,201.6,311,7087BFDL,287,180.81,241.08,328,7089BM,353,222.39,296.52
201,241,7083B2X,393.5,247.905,330.54,310,7087BFDM,287,180.81,241.08,335,7089BQL,387.5,244.125,325.5
